,year,set_number,score_sets,games_winner,games_loser,score_extra,tiebreaker_winner,tiebreaker_loser,country_winner,winner,country_loser,loser,score_match,genderID,typeID,tournID,tourID
374,1977,4,6дус0,6,0,,,,ARG,Guillermo Vilas,USA,Jimmy Connors,"2-6, 6-3, 7-6(7-4), 6-0",M,S,USO,ATP
375,1978,1,6дус4,6,4,,,,USA,Jimmy Connors,SWE,Bjн_rn Borg,"6-4, 6-2, 6-2",M,S,USO,ATP
376,1978,2,6дус2,6,2,,,,USA,Jimmy Connors,SWE,Bjн_rn Borg,"6-4, 6-2, 6-2",M,S,USO,ATP
377,1978,3,6дус2,6,2,,,,USA,Jimmy Connors,SWE,Bjн_rn Borg,"6-4, 6-2, 6-2",M,S,USO,ATP
378,1979,1,7дус5,7,5,,,,USA,John McEnroe,USA,Vitas Gerulaitis,"7-5, 6-3, 6-3",M,S,USO,ATP
379,1979,2,6дус3,6,3,,,,USA,John McEnroe,USA,Vitas Gerulaitis,"7-5, 6-3, 6-3",M,S,USO,ATP
380,1979,3,6дус3,6,3,,,,USA,John McEnroe,USA,Vitas Gerulaitis,"7-5, 6-3, 6-3",M,S,USO,ATP
381,1980,1,7дус6,7,6,7дус4,7,4,USA,John McEnroe,SWE,Bjн_rn Borg,"7-6(7-4), 6-1, 6-7(5-7), 5-7, 6-4",M,S,USO,ATP
382,1980,2,6дус1,6,1,,,,USA,John McEnroe,SWE,Bjн_rn Borg,"7-6(7-4), 6-1, 6-7(5-7), 5-7, 6-4",M,S,USO,ATP
383,1980,3,6дус7,6,7,5дус7,5,7,USA,John McEnroe,SWE,Bjн_rn Borg,"7-6(7-4), 6-1, 6-7(5-7), 5-7, 6-4",M,S,USO,ATP
384,1980,4,5дус7,5,7,,,,USA,John McEnroe,SWE,Bjн_rn Borg,"7-6(7-4), 6-1, 6-7(5-7), 5-7, 6-4",M,S,USO,ATP
385,1980,5,6дус4,6,4,,,,USA,John McEnroe,SWE,Bjн_rn Borg,"7-6(7-4), 6-1, 6-7(5-7), 5-7, 6-4",M,S,USO,ATP
386,1981,1,4дус6,4,6,,,,USA,John McEnroe,SWE,Bjн_rn Borg,"4-6, 6-2, 6-4, 6-3",M,S,USO,ATP
387,1981,2,6дус2,6,2,,,,USA,John McEnroe,SWE,Bjн_rn Borg,"4-6, 6-2, 6-4, 6-3",M,S,USO,ATP
388,1981,3,6дус4,6,4,,,,USA,John McEnroe,SWE,Bjн_rn Borg,"4-6, 6-2, 6-4, 6-3",M,S,USO,ATP
389,1981,4,6дус3,6,3,,,,USA,John McEnroe,SWE,Bjн_rn Borg,"4-6, 6-2, 6-4, 6-3",M,S,USO,ATP
390,1982,1,6дус3,6,3,,,,USA,Jimmy Connors,TCH,Ivan Lendl,"6-3, 6-2, 4-6, 6-4",M,S,USO,ATP
391,1982,2,6дус2,6,2,,,,USA,Jimmy Connors,TCH,Ivan Lendl,"6-3, 6-2, 4-6, 6-4",M,S,USO,ATP
392,1982,3,4дус6,4,6,,,,USA,Jimmy Connors,TCH,Ivan Lendl,"6-3, 6-2, 4-6, 6-4",M,S,USO,ATP
393,1982,4,6дус4,6,4,,,,USA,Jimmy Connors,TCH,Ivan Lendl,"6-3, 6-2, 4-6, 6-4",M,S,USO,ATP
394,1983,1,6дус3,6,3,,,,USA,Jimmy Connors,TCH,Ivan Lendl,"6-3, 6-7(2-7), 7-5, 6-0",M,S,USO,ATP
395,1983,2,6дус7,6,7,2дус7,2,7,USA,Jimmy Connors,TCH,Ivan Lendl,"6-3, 6-7(2-7), 7-5, 6-0",M,S,USO,ATP
396,1983,3,7дус5,7,5,,,,USA,Jimmy Connors,TCH,Ivan Lendl,"6-3, 6-7(2-7), 7-5, 6-0",M,S,USO,ATP
397,1983,4,6дус0,6,0,,,,USA,Jimmy Connors,TCH,Ivan Lendl,"6-3, 6-7(2-7), 7-5, 6-0",M,S,USO,ATP
398,1984,1,6дус3,6,3,,,,USA,John McEnroe,TCH,Ivan Lendl,"6-3, 6-4, 6-1",M,S,USO,ATP
399,1984,2,6дус4,6,4,,,,USA,John McEnroe,TCH,Ivan Lendl,"6-3, 6-4, 6-1",M,S,USO,ATP
400,1984,3,6дус1,6,1,,,,USA,John McEnroe,TCH,Ivan Lendl,"6-3, 6-4, 6-1",M,S,USO,ATP
401,1985,1,7дус6,7,6,7дус1,7,1,TCH,Ivan Lendl,USA,John McEnroe,"7-6(7-1), 6-3, 6-4",M,S,USO,ATP
402,1985,2,6дус3,6,3,,,,TCH,Ivan Lendl,USA,John McEnroe,"7-6(7-1), 6-3, 6-4",M,S,USO,ATP
403,1985,3,6дус4,6,4,,,,TCH,Ivan Lendl,USA,John McEnroe,"7-6(7-1), 6-3, 6-4",M,S,USO,ATP
404,1986,1,6дус4,6,4,,,,TCH,Ivan Lendl,TCH,Miloslav MeЫЌн_Ѓ»,"6-4, 6-2, 6-0",M,S,USO,ATP
405,1986,2,6дус2,6,2,,,,TCH,Ivan Lendl,TCH,Miloslav MeЫЌн_Ѓ»,"6-4, 6-2, 6-0",M,S,USO,ATP
406,1986,3,6дус0,6,0,,,,TCH,Ivan Lendl,TCH,Miloslav MeЫЌн_Ѓ»,"6-4, 6-2, 6-0",M,S,USO,ATP
407,1987,1,6дус7,6,7,7дус9,7,9,TCH,Ivan Lendl,SWE,Mats Wilander,"6-7(7-9), 6-0, 7-6(7-4), 6-4",M,S,USO,ATP
408,1987,2,6дус0,6,0,,,,TCH,Ivan Lendl,SWE,Mats Wilander,"6-7(7-9), 6-0, 7-6(7-4), 6-4",M,S,USO,ATP
409,1987,3,7дус6,7,6,7дус4,7,4,TCH,Ivan Lendl,SWE,Mats Wilander,"6-7(7-9), 6-0, 7-6(7-4), 6-4",M,S,USO,ATP
410,1987,4,6дус4,6,4,,,,TCH,Ivan Lendl,SWE,Mats Wilander,"6-7(7-9), 6-0, 7-6(7-4), 6-4",M,S,USO,ATP
411,1988,1,6дус4,6,4,,,,SWE,Mats Wilander,TCH,Ivan Lendl,"6-4, 4-6, 6-3, 5-7, 6-4",M,S,USO,ATP
412,1988,2,4дус6,4,6,,,,SWE,Mats Wilander,TCH,Ivan Lendl,"6-4, 4-6, 6-3, 5-7, 6-4",M,S,USO,ATP
413,1988,3,6дус3,6,3,,,,SWE,Mats Wilander,TCH,Ivan Lendl,"6-4, 4-6, 6-3, 5-7, 6-4",M,S,USO,ATP
414,1988,4,5дус7,5,7,,,,SWE,Mats Wilander,TCH,Ivan Lendl,"6-4, 4-6, 6-3, 5-7, 6-4",M,S,USO,ATP
415,1988,5,6дус4,6,4,,,,SWE,Mats Wilander,TCH,Ivan Lendl,"6-4, 4-6, 6-3, 5-7, 6-4",M,S,USO,ATP
416,1989,1,7дус6,7,6,7дус2,7,2,FRG,Boris Becker,TCH,Ivan Lendl,"7-6(7-2), 1-6, 6-3, 7-6(7-4)",M,S,USO,ATP
417,1989,2,1дус6,1,6,,,,FRG,Boris Becker,TCH,Ivan Lendl,"7-6(7-2), 1-6, 6-3, 7-6(7-4)",M,S,USO,ATP
418,1989,3,6дус3,6,3,,,,FRG,Boris Becker,TCH,Ivan Lendl,"7-6(7-2), 1-6, 6-3, 7-6(7-4)",M,S,USO,ATP
419,1989,4,7дус6,7,6,7дус4,7,4,FRG,Boris Becker,TCH,Ivan Lendl,"7-6(7-2), 1-6, 6-3, 7-6(7-4)",M,S,USO,ATP
420,1990,1,6дус4,6,4,,,,USA,Pete Sampras,USA,Andre Agassi,"6-4, 6-3, 6-2",M,S,USO,ATP
421,1990,2,6дус3,6,3,,,,USA,Pete Sampras,USA,Andre Agassi,"6-4, 6-3, 6-2",M,S,USO,ATP
422,1990,3,6дус2,6,2,,,,USA,Pete Sampras,USA,Andre Agassi,"6-4, 6-3, 6-2",M,S,USO,ATP
423,1991,1,6дус2,6,2,,,,SWE,Stefan Edberg,USA,Jim Courier,"6-2, 6-4, 6-0",M,S,USO,ATP
424,1991,2,6дус4,6,4,,,,SWE,Stefan Edberg,USA,Jim Courier,"6-2, 6-4, 6-0",M,S,USO,ATP
425,1991,3,6дус0,6,0,,,,SWE,Stefan Edberg,USA,Jim Courier,"6-2, 6-4, 6-0",M,S,USO,ATP
426,1992,1,3дус6,3,6,,,,SWE,Stefan Edberg,USA,Pete Sampras,"3-6, 6-4, 7-6(7-5), 6-2",M,S,USO,ATP
427,1992,2,6дус4,6,4,,,,SWE,Stefan Edberg,USA,Pete Sampras,"3-6, 6-4, 7-6(7-5), 6-2",M,S,USO,ATP
428,1992,3,7дус6,7,6,7дус5,7,5,SWE,Stefan Edberg,USA,Pete Sampras,"3-6, 6-4, 7-6(7-5), 6-2",M,S,USO,ATP
429,1992,4,6дус2,6,2,,,,SWE,Stefan Edberg,USA,Pete Sampras,"3-6, 6-4, 7-6(7-5), 6-2",M,S,USO,ATP
430,1993,1,6дус4,6,4,,,,USA,Pete Sampras,FRA,Cн©dric Pioline,"6-4, 6-4, 6-3",M,S,USO,ATP
431,1993,2,6дус4,6,4,,,,USA,Pete Sampras,FRA,Cн©dric Pioline,"6-4, 6-4, 6-3",M,S,USO,ATP
432,1993,3,6дус3,6,3,,,,USA,Pete Sampras,FRA,Cн©dric Pioline,"6-4, 6-4, 6-3",M,S,USO,ATP
433,1994,1,6дус1,6,1,,,,USA,Andre Agassi,GER,Michael Stich,"6-1, 7-6(7-5), 7-5",M,S,USO,ATP
434,1994,2,7дус6,7,6,7дус5,7,5,USA,Andre Agassi,GER,Michael Stich,"6-1, 7-6(7-5), 7-5",M,S,USO,ATP
435,1994,3,7дус5,7,5,,,,USA,Andre Agassi,GER,Michael Stich,"6-1, 7-6(7-5), 7-5",M,S,USO,ATP
436,1995,1,6дус4,6,4,,,,USA,Pete Sampras,USA,Andre Agassi,"6-4, 6-3, 4-6, 7-5",M,S,USO,ATP
437,1995,2,6дус3,6,3,,,,USA,Pete Sampras,USA,Andre Agassi,"6-4, 6-3, 4-6, 7-5",M,S,USO,ATP
438,1995,3,4дус6,4,6,,,,USA,Pete Sampras,USA,Andre Agassi,"6-4, 6-3, 4-6, 7-5",M,S,USO,ATP
439,1995,4,7дус5,7,5,,,,USA,Pete Sampras,USA,Andre Agassi,"6-4, 6-3, 4-6, 7-5",M,S,USO,ATP
440,1996,1,6дус1,6,1,,,,USA,Pete Sampras,USA,Michael Chang,"6-1, 6-4, 7-6(7-3)",M,S,USO,ATP
441,1996,2,6дус4,6,4,,,,USA,Pete Sampras,USA,Michael Chang,"6-1, 6-4, 7-6(7-3)",M,S,USO,ATP
442,1996,3,7дус6,7,6,7дус3,7,3,USA,Pete Sampras,USA,Michael Chang,"6-1, 6-4, 7-6(7-3)",M,S,USO,ATP
443,1997,1,6дус3,6,3,,,,AUS,Patrick Rafter,GBR,Greg Rusedski,"6-3, 6-2, 4-6, 7-5",M,S,USO,ATP
444,1997,2,6дус2,6,2,,,,AUS,Patrick Rafter,GBR,Greg Rusedski,"6-3, 6-2, 4-6, 7-5",M,S,USO,ATP
445,1997,3,4дус6,4,6,,,,AUS,Patrick Rafter,GBR,Greg Rusedski,"6-3, 6-2, 4-6, 7-5",M,S,USO,ATP
446,1997,4,7дус5,7,5,,,,AUS,Patrick Rafter,GBR,Greg Rusedski,"6-3, 6-2, 4-6, 7-5",M,S,USO,ATP
447,1998,1,6дус3,6,3,,,,AUS,Patrick Rafter,AUS,Mark Philippoussis,"6-3, 3-6, 6-2, 6-0",M,S,USO,ATP
448,1998,2,3дус6,3,6,,,,AUS,Patrick Rafter,AUS,Mark Philippoussis,"6-3, 3-6, 6-2, 6-0",M,S,USO,ATP
449,1998,3,6дус2,6,2,,,,AUS,Patrick Rafter,AUS,Mark Philippoussis,"6-3, 3-6, 6-2, 6-0",M,S,USO,ATP
450,1998,4,6дус0,6,0,,,,AUS,Patrick Rafter,AUS,Mark Philippoussis,"6-3, 3-6, 6-2, 6-0",M,S,USO,ATP
451,1999,1,6дус4,6,4,,,,USA,Andre Agassi,USA,Todd Martin,"6-4, 6-7(5-7), 6-7(2-7), 6-3, 6-2",M,S,USO,ATP
452,1999,2,6дус7,6,7,5дус7,5,7,USA,Andre Agassi,USA,Todd Martin,"6-4, 6-7(5-7), 6-7(2-7), 6-3, 6-2",M,S,USO,ATP
453,1999,3,6дус7,6,7,2дус7,2,7,USA,Andre Agassi,USA,Todd Martin,"6-4, 6-7(5-7), 6-7(2-7), 6-3, 6-2",M,S,USO,ATP
454,1999,4,6дус3,6,3,,,,USA,Andre Agassi,USA,Todd Martin,"6-4, 6-7(5-7), 6-7(2-7), 6-3, 6-2",M,S,USO,ATP
455,1999,5,6дус2,6,2,,,,USA,Andre Agassi,USA,Todd Martin,"6-4, 6-7(5-7), 6-7(2-7), 6-3, 6-2",M,S,USO,ATP
456,2000,1,6дус4,6,4,,,,RUS,Marat Safin,USA,Pete Sampras,"6-4, 6-3, 6-3",M,S,USO,ATP
457,2000,2,6дус3,6,3,,,,RUS,Marat Safin,USA,Pete Sampras,"6-4, 6-3, 6-3",M,S,USO,ATP
458,2000,3,6дус3,6,3,,,,RUS,Marat Safin,USA,Pete Sampras,"6-4, 6-3, 6-3",M,S,USO,ATP
459,2001,1,7дус6,7,6,7дус4,7,4,AUS,Lleyton Hewitt,USA,Pete Sampras,"7-6(7-4), 6-1, 6-1",M,S,USO,ATP
460,2001,2,6дус1,6,1,,,,AUS,Lleyton Hewitt,USA,Pete Sampras,"7-6(7-4), 6-1, 6-1",M,S,USO,ATP
461,2001,3,6дус1,6,1,,,,AUS,Lleyton Hewitt,USA,Pete Sampras,"7-6(7-4), 6-1, 6-1",M,S,USO,ATP
462,2002,1,6дус3,6,3,,,,USA,Pete Sampras,USA,Andre Agassi,"6-3, 6-4, 5-7, 6-4",M,S,USO,ATP
463,2002,2,6дус4,6,4,,,,USA,Pete Sampras,USA,Andre Agassi,"6-3, 6-4, 5-7, 6-4",M,S,USO,ATP
464,2002,3,5дус7,5,7,,,,USA,Pete Sampras,USA,Andre Agassi,"6-3, 6-4, 5-7, 6-4",M,S,USO,ATP
465,2002,4,6дус4,6,4,,,,USA,Pete Sampras,USA,Andre Agassi,"6-3, 6-4, 5-7, 6-4",M,S,USO,ATP
466,2003,1,6дус3,6,3,,,,USA,Andy Roddick,ESP,Juan Carlos Ferrero,"6-3, 7-6(7-2), 6-3",M,S,USO,ATP
467,2003,2,7дус6,7,6,7дус2,7,2,USA,Andy Roddick,ESP,Juan Carlos Ferrero,"6-3, 7-6(7-2), 6-3",M,S,USO,ATP
468,2003,3,6дус3,6,3,,,,USA,Andy Roddick,ESP,Juan Carlos Ferrero,"6-3, 7-6(7-2), 6-3",M,S,USO,ATP
469,2004,1,6дус0,6,0,,,,SUI,Roger Federer,AUS,Lleyton Hewitt,"6-0, 7-6(7-3), 6-0",M,S,USO,ATP
470,2004,2,7дус6,7,6,7дус3,7,3,SUI,Roger Federer,AUS,Lleyton Hewitt,"6-0, 7-6(7-3), 6-0",M,S,USO,ATP
471,2004,3,6дус0,6,0,,,,SUI,Roger Federer,AUS,Lleyton Hewitt,"6-0, 7-6(7-3), 6-0",M,S,USO,ATP
472,2005,1,6дус3,6,3,,,,SUI,Roger Federer,USA,Andre Agassi,"6-3, 2-6, 7-6(7-1), 6-1",M,S,USO,ATP
473,2005,2,2дус6,2,6,,,,SUI,Roger Federer,USA,Andre Agassi,"6-3, 2-6, 7-6(7-1), 6-1",M,S,USO,ATP
474,2005,3,7дус6,7,6,7дус1,7,1,SUI,Roger Federer,USA,Andre Agassi,"6-3, 2-6, 7-6(7-1), 6-1",M,S,USO,ATP
475,2005,4,6дус1,6,1,,,,SUI,Roger Federer,USA,Andre Agassi,"6-3, 2-6, 7-6(7-1), 6-1",M,S,USO,ATP
476,2006,1,6дус2,6,2,,,,SUI,Roger Federer,USA,Andy Roddick,"6-2, 4-6, 7-5, 6-1",M,S,USO,ATP
477,2006,2,4дус6,4,6,,,,SUI,Roger Federer,USA,Andy Roddick,"6-2, 4-6, 7-5, 6-1",M,S,USO,ATP
478,2006,3,7дус5,7,5,,,,SUI,Roger Federer,USA,Andy Roddick,"6-2, 4-6, 7-5, 6-1",M,S,USO,ATP
479,2006,4,6дус1,6,1,,,,SUI,Roger Federer,USA,Andy Roddick,"6-2, 4-6, 7-5, 6-1",M,S,USO,ATP
480,2007,1,7дус6,7,6,7дус4,7,4,SUI,Roger Federer,SRB,Novak Djokovic,"7-6(7-4), 7-6(7-2), 6-4",M,S,USO,ATP
481,2007,2,7дус6,7,6,7дус2,7,2,SUI,Roger Federer,SRB,Novak Djokovic,"7-6(7-4), 7-6(7-2), 6-4",M,S,USO,ATP
482,2007,3,6дус4,6,4,,,,SUI,Roger Federer,SRB,Novak Djokovic,"7-6(7-4), 7-6(7-2), 6-4",M,S,USO,ATP
483,2008,1,6дус2,6,2,,,,SUI,Roger Federer,GBR,Andy Murray,"6-2, 7-5, 6-2",M,S,USO,ATP
484,2008,2,7дус5,7,5,,,,SUI,Roger Federer,GBR,Andy Murray,"6-2, 7-5, 6-2",M,S,USO,ATP
485,2008,3,6дус2,6,2,,,,SUI,Roger Federer,GBR,Andy Murray,"6-2, 7-5, 6-2",M,S,USO,ATP
486,2009,1,3дус6,3,6,,,,ARG,Juan Martн_n del Potro,SUI,Roger Federer,"3-6, 7-6(7-5), 4-6, 7-6(7-4), 6-2",M,S,USO,ATP
487,2009,2,7дус6,7,6,7дус5,7,5,ARG,Juan Martн_n del Potro,SUI,Roger Federer,"3-6, 7-6(7-5), 4-6, 7-6(7-4), 6-2",M,S,USO,ATP
488,2009,3,4дус6,4,6,,,,ARG,Juan Martн_n del Potro,SUI,Roger Federer,"3-6, 7-6(7-5), 4-6, 7-6(7-4), 6-2",M,S,USO,ATP
489,2009,4,7дус6,7,6,7дус4,7,4,ARG,Juan Martн_n del Potro,SUI,Roger Federer,"3-6, 7-6(7-5), 4-6, 7-6(7-4), 6-2",M,S,USO,ATP
490,2009,5,6дус2,6,2,,,,ARG,Juan Martн_n del Potro,SUI,Roger Federer,"3-6, 7-6(7-5), 4-6, 7-6(7-4), 6-2",M,S,USO,ATP
491,2010,1,6дус4,6,4,,,,ESP,Rafael Nadal,SRB,Novak Djokovic,"6-4, 5-7, 6-4, 6-2",M,S,USO,ATP
492,2010,2,5дус7,5,7,,,,ESP,Rafael Nadal,SRB,Novak Djokovic,"6-4, 5-7, 6-4, 6-2",M,S,USO,ATP
493,2010,3,6дус4,6,4,,,,ESP,Rafael Nadal,SRB,Novak Djokovic,"6-4, 5-7, 6-4, 6-2",M,S,USO,ATP
494,2010,4,6дус2,6,2,,,,ESP,Rafael Nadal,SRB,Novak Djokovic,"6-4, 5-7, 6-4, 6-2",M,S,USO,ATP
495,2011,1,6дус2,6,2,,,,SRB,Novak Djokovic,ESP,Rafael Nadal,"6-2, 6-4, 6-7(3-7), 6-1",M,S,USO,ATP
496,2011,2,6дус4,6,4,,,,SRB,Novak Djokovic,ESP,Rafael Nadal,"6-2, 6-4, 6-7(3-7), 6-1",M,S,USO,ATP
497,2011,3,6дус7,6,7,3дус7,3,7,SRB,Novak Djokovic,ESP,Rafael Nadal,"6-2, 6-4, 6-7(3-7), 6-1",M,S,USO,ATP
498,2011,4,6дус1,6,1,,,,SRB,Novak Djokovic,ESP,Rafael Nadal,"6-2, 6-4, 6-7(3-7), 6-1",M,S,USO,ATP
499,2012,1,7дус6,7,6,12дус10,12,10,GBR,Andy Murray,SRB,Novak Djokovic,"7-6(12-10), 7-5, 2-6, 3-6, 6-2",M,S,USO,ATP
500,2012,2,7дус5,7,5,,,,GBR,Andy Murray,SRB,Novak Djokovic,"7-6(12-10), 7-5, 2-6, 3-6, 6-2",M,S,USO,ATP
501,2012,3,2дус6,2,6,,,,GBR,Andy Murray,SRB,Novak Djokovic,"7-6(12-10), 7-5, 2-6, 3-6, 6-2",M,S,USO,ATP
502,2012,4,3дус6,3,6,,,,GBR,Andy Murray,SRB,Novak Djokovic,"7-6(12-10), 7-5, 2-6, 3-6, 6-2",M,S,USO,ATP
503,2012,5,6дус2,6,2,,,,GBR,Andy Murray,SRB,Novak Djokovic,"7-6(12-10), 7-5, 2-6, 3-6, 6-2",M,S,USO,ATP
504,2013,1,6дус2,6,2,,,,ESP,Rafael Nadal,SRB,Novak Djokovic,"6-2, 3-6, 6-4, 6-1",M,S,USO,ATP
505,2013,2,3дус6,3,6,,,,ESP,Rafael Nadal,SRB,Novak Djokovic,"6-2, 3-6, 6-4, 6-1",M,S,USO,ATP
506,2013,3,6дус4,6,4,,,,ESP,Rafael Nadal,SRB,Novak Djokovic,"6-2, 3-6, 6-4, 6-1",M,S,USO,ATP
507,2013,4,6дус1,6,1,,,,ESP,Rafael Nadal,SRB,Novak Djokovic,"6-2, 3-6, 6-4, 6-1",M,S,USO,ATP
